datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy
2024-04-28 00:01:27.953459;ff:ff:ff:ff:ff:ff;84:16:f9:f2:da:8b;TP-LINK TECHNOLOGIES CO.,LTD.;0;-91;0;1019;2447;;;[0, 1, 50];[];0.0
2024-04-28 00:02:27.896605;ff:ff:ff:ff:ff:ff;84:16:f9:f2:da:8b;TP-LINK TECHNOLOGIES CO.,LTD.;0;-91;1;1045;2447;;;[0, 1, 50];[];0.0
2024-04-28 00:03:27.855795;ff:ff:ff:ff:ff:ff;84:16:f9:f2:da:8b;TP-LINK TECHNOLOGIES CO.,LTD.;0;-92;2;1071;2447;;;[0, 1, 50];[];0.0
2024-04-28 00:03:40.326378;ff:ff:ff:ff:ff:ff;9c:b7:0d:cf:28:7c;Liteon Technology Corporation;0;-90;3;3090;2432;;;[0, 1, 50, 221, 45, 127];[20722];0.0
2024-04-28 00:04:28.085976;ff:ff:ff:ff:ff:ff;84:16:f9:f2:da:8b;TP-LINK TECHNOLOGIES CO.,LTD.;0;-92;4;1101;2422;;;[0, 1, 50];[];0.0
2024-04-28 00:04:28.119604;ff:ff:ff:ff:ff:ff;84:16:f9:f2:da:8b;TP-LINK TECHNOLOGIES CO.,LTD.;0;-91;5;1102;2422;;;[0, 1, 50];[];0.0
2024-04-28 00:04:28.158908;ff:ff:ff:ff:ff:ff;84:16:f9:f2:da:8b;TP-LINK TECHNOLOGIES CO.,LTD.;0;-91;6;1103;2427;;;[0, 1, 50];[];0.0
2024-04-28 00:04:51.268575;ff:ff:ff:ff:ff:ff;14:85:7f:e4:78:c0;Intel Corporate;0;-88;7;392;2427;;;[0, 1, 50, 45, 127, 255, 255, 221];[5271450];0.0
2024-04-28 00:05:31.231753;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-92;8;647;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0
2024-04-28 00:05:40.194221;ff:ff:ff:ff:ff:ff;9c:b7:0d:cf:28:7c;Liteon Technology Corporation;0;-88;9;3133;2427;;;[0, 1, 50, 221, 45, 127];[20722];0.0
2024-04-28 00:05:41.073724;ff:ff:ff:ff:ff:ff;9c:b7:0d:cf:28:7c;Liteon Technology Corporation;0;-96;10;3145;2457;;;[0, 1, 50, 221, 45, 127];[20722];0.0
2024-04-28 00:06:51.300830;ff:ff:ff:ff:ff:ff;14:85:7f:e4:78:c0;Intel Corporate;0;-86;11;452;2442;;;[0, 1, 50, 45, 127, 255, 255, 221];[5271450];0.0
2024-04-28 00:07:40.046058;ff:ff:ff:ff:ff:ff;9c:b7:0d:cf:28:7c;Liteon Technology Corporation;0;-87;12;3177;2422;;;[0, 1, 50, 221, 45, 127];[20722];0.0
2024-04-28 00:07:40.048204;ff:ff:ff:ff:ff:ff;9c:b7:0d:cf:28:7c;Liteon Technology Corporation;0;-87;13;3178;2422;;;[0, 1, 50, 221, 45, 127];[20722];0.0
2024-04-28 00:07:40.889713;ff:ff:ff:ff:ff:ff;9c:b7:0d:cf:28:7c;Liteon Technology Corporation;0;-92;14;3189;2452;;;[0, 1, 50, 221, 45, 127];[20722];0.0
