datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy;n_devices
2025-03-23 00:18:48.994714;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-90;0;243;2452;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-23 00:19:30.524185;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-91;1;147;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-23 00:20:49.031477;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;2;293;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-23 00:21:09.732869;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-80;3;2278;2447;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-23 00:21:09.789876;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-87;4;2281;2452;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-23 00:21:09.845270;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-81;5;2282;2457;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-23 00:21:09.846089;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-81;6;2283;2457;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-23 00:21:09.901266;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-80;7;2284;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-23 00:21:09.902123;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-80;8;2285;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-23 00:21:49.002767;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-94;9;314;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-23 00:22:09.697296;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-79;10;2324;2447;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-23 00:22:09.698142;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-79;11;2325;2447;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
