datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy
2023-08-20 00:02:44.179206;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;0;263;2447;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:02:51.907501;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;1;274;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:02:57.807693;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;2;273;2437;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:03:03.151879;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;3;267;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:03:04.640215;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;4;278;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:03:04.695923;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;5;279;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:03:26.928787;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;6;269;2432;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:03:27.700818;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;7;275;2457;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:03:45.829485;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;8;273;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-20 00:03:51.869722;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;9;271;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
