datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy
2023-09-13 00:15:16.800697;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;0;270;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:15:28.743138;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;1;271;2437;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:15:29.551114;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;2;277;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:15:35.607383;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;3;277;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:15:39.007778;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;4;256;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:15:41.683601;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;5;274;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:15:45.053699;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;6;256;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:15:47.724322;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;7;276;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:15:59.808273;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-87;8;276;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:16:03.174951;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;9;256;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:16:23.593151;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;10;265;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:16:25.073198;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;11;275;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:16:59.882498;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;12;266;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:01.406549;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;13;277;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:06.782246;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;14;270;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:11.966969;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-88;15;264;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:12.710987;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;16;269;2437;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:13.491010;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;17;275;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:18.039161;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;18;265;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:18.865955;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;19;270;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:31.003678;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-87;20;271;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:55.556573;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;21;268;2432;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:17:56.460688;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-88;22;274;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:00.646389;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;23;260;2447;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:02.488839;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-88;24;274;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:05.854880;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;25;256;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:13.705261;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;26;269;2432;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:14.469394;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;27;272;2457;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:19.673488;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;28;267;2427;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:31.766602;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;29;266;2427;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:38.635890;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-84;30;270;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:18:44.679991;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;31;272;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:19:02.859108;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;32;273;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:19:28.168017;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;33;275;2457;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:19:34.241140;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;34;272;2457;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:19:46.324746;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;35;272;2457;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-09-13 00:19:51.536893;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-86;36;265;2427;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
