datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy;n_devices
2025-03-27 12:52:21.271904;ff:ff:ff:ff:ff:ff;dc:fb:48:dd:c6:0b;Intel Corporate;0;-50;21;105;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:21.402954;ff:ff:ff:ff:ff:ff;dc:fb:48:dd:c6:0b;Intel Corporate;0;-51;22;111;2432;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:21.419289;ff:ff:ff:ff:ff:ff;dc:fb:48:dd:c6:0b;Intel Corporate;0;-53;23;112;2437;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:21.435651;ff:ff:ff:ff:ff:ff;dc:fb:48:dd:c6:0b;Intel Corporate;0;-51;24;113;2437;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:24.162080;ff:ff:ff:ff:ff:ff;dc:fb:48:c2:1d:64;Intel Corporate;0;-61;25;129;2432;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:24.172854;ff:ff:ff:ff:ff:ff;dc:fb:48:c2:1d:64;Intel Corporate;0;-57;26;130;2437;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:24.936773;ff:ff:ff:ff:ff:ff;00:13:ef:ca:d5:d2;Kingjon Digital Technology Co.,Ltd;0;-73;27;3240;2457;;;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:52:25.015919;ff:ff:ff:ff:ff:ff;00:13:ef:ca:d5:d2;Kingjon Digital Technology Co.,Ltd;0;-77;28;3245;2462;;;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:52:26.111404;ff:ff:ff:ff:ff:ff;dc:fb:48:c2:1d:64;Intel Corporate;0;-64;29;153;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:27.527751;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-45;30;132;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:27.538747;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-46;31;133;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:27.711812;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-46;32;142;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:27.729830;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-47;33;143;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:28.554417;ff:ff:ff:ff:ff:ff;56:1f:e5:48:d4:f8;;1;-80;34;902;2432;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:52:28.555106;ff:ff:ff:ff:ff:ff;56:1f:e5:48:d4:f8;;1;-82;35;903;2432;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:52:28.579845;ff:ff:ff:ff:ff:ff;56:1f:e5:48:d4:f8;;1;-80;36;904;2437;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:52:28.580524;ff:ff:ff:ff:ff:ff;56:1f:e5:48:d4:f8;;1;-80;37;905;2437;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:52:29.245169;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-50;38;160;2447;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:32.004591;ff:ff:ff:ff:ff:ff;d6:76:d8:3f:70:06;;1;-87;39;2916;2447;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:52:32.005117;ff:ff:ff:ff:ff:ff;d6:76:d8:3f:70:06;;1;-85;40;2917;2447;;SSID_64024339;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:52:47.110158;ff:ff:ff:ff:ff:ff;8a:28:46:42:e1:63;;1;-84;41;2261;2417;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221];[20722, 4120];0.0;nan
2025-03-27 12:52:47.730223;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-74;42;634;2427;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.750454;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-73;43;635;2427;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.792505;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-71;44;637;2432;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.812664;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-71;45;638;2432;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.832719;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-70;46;639;2437;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.879649;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-68;47;641;2442;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.901090;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-67;48;642;2442;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.920287;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-68;49;643;2447;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.957040;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-66;50;644;2447;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.969516;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-69;51;645;2452;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:47.988196;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-68;52;646;2452;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:48.009183;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-68;53;647;2452;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:48.055741;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-68;54;649;2457;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:48.151543;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-65;55;653;2462;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:48.163750;ff:ff:ff:ff:ff:ff;ce:ce:95:c3:e1:a4;;1;-65;56;654;2462;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];0.0;nan
2025-03-27 12:52:50.960945;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-91;57;2755;2417;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-27 12:52:52.032048;ff:ff:ff:ff:ff:ff;92:8e:fc:c6:45:4f;;1;-82;58;3914;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-03-27 12:52:53.018403;ff:ff:ff:ff:ff:ff;5a:e7:63:0e:4f:f7;;1;-84;59;3844;2462;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-03-27 12:52:53.038751;ff:ff:ff:ff:ff:ff;5a:e7:63:0e:4f:f7;;1;-85;60;2050;2462;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-03-27 12:52:57.145221;ff:ff:ff:ff:ff:ff;c2:4f:3c:f7:c7:34;;1;-73;61;876;2432;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:52:57.145913;ff:ff:ff:ff:ff:ff;c2:4f:3c:f7:c7:34;;1;-73;62;877;2432;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:52:57.167341;ff:ff:ff:ff:ff:ff;c2:4f:3c:f7:c7:34;;1;-72;63;879;2437;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:53:01.629990;ff:ff:ff:ff:ff:ff;92:8e:fc:c6:45:4f;;1;-89;64;3948;2442;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-03-27 12:53:04.432996;ff:ff:ff:ff:ff:ff;be:31:a4:fd:3e:85;;1;-78;65;391;2447;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:53:04.493541;ff:ff:ff:ff:ff:ff;be:31:a4:fd:3e:85;;1;-75;66;394;2452;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:53:10.827472;ff:ff:ff:ff:ff:ff;9a:11:50:b2:95:08;;1;-88;67;1987;2427;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255, 221];[20722, 5271450];0.0;nan
2025-03-27 12:53:15.114548;ff:ff:ff:ff:ff:ff;4a:69:8e:5e:20:b7;;1;-72;68;3666;2462;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:23.368437;ff:ff:ff:ff:ff:ff;0e:21:e8:f3:eb:a6;;1;-88;69;2337;2417;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[20722, 4120];0.0;nan
2025-03-27 12:53:23.471426;ff:ff:ff:ff:ff:ff;1a:4a:28:0d:e9:10;;1;-86;70;551;2427;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[20722, 4120];0.0;nan
2025-03-27 12:53:27.160920;ff:ff:ff:ff:ff:ff;06:d6:4b:eb:fc:8d;;1;-65;71;515;2462;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-03-27 12:53:27.187774;ff:ff:ff:ff:ff:ff;06:d6:4b:eb:fc:8d;;1;-68;72;516;2462;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-03-27 12:53:27.209044;ff:ff:ff:ff:ff:ff;06:d6:4b:eb:fc:8d;;1;-67;73;517;2462;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-03-27 12:53:27.822061;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-46;74;180;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:53:27.839590;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-50;75;181;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:53:34.481962;ff:ff:ff:ff:ff:ff;d6:eb:df:3b:30:f7;;1;-67;76;410;2427;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:34.561936;ff:ff:ff:ff:ff:ff;d6:eb:df:3b:30:f7;;1;-65;77;414;2432;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:35.193975;ff:ff:ff:ff:ff:ff;5a:c7:c6:b0:ad:ff;;1;-86;78;72;2442;;;[0, 1, 50, 3, 45, 127, 255];[];0.0;nan
2025-03-27 12:53:45.402609;ff:ff:ff:ff:ff:ff;ce:9d:f4:0d:d2:59;;1;-87;79;2726;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 191, 255, 255, 221];[5271450];0.0;nan
2025-03-27 12:53:47.305943;ff:ff:ff:ff:ff:ff;da:f2:d7:91:49:b5;;1;-91;80;2856;2442;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[5271450, 20722];0.0;nan
2025-03-27 12:53:47.316011;ff:ff:ff:ff:ff:ff;5c:61:99:12:4d:66;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-79;81;64;2442;;SSID_56211587;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:53:47.630335;ff:ff:ff:ff:ff:ff;5c:61:99:12:4d:66;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-77;82;96;2422;;SSID_56211587;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:53:47.631410;ff:ff:ff:ff:ff:ff;5c:61:99:12:4d:66;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-77;83;97;2422;;SSID_56211587;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:53:47.632429;ff:ff:ff:ff:ff:ff;5c:61:99:12:4d:66;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-74;84;98;2422;;SSID_56211587;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:53:47.635463;ff:ff:ff:ff:ff:ff;5c:61:99:12:4d:66;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-76;85;101;2422;;SSID_56211587;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:53:47.636481;ff:ff:ff:ff:ff:ff;5c:61:99:12:4d:66;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-77;86;102;2422;;SSID_56211587;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:53:47.637538;ff:ff:ff:ff:ff:ff;5c:61:99:12:4d:66;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-77;87;103;2422;;SSID_56211587;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:53:48.710627;ff:ff:ff:ff:ff:ff;06:f9:8b:48:77:89;;1;-71;88;724;2417;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:48.747094;ff:ff:ff:ff:ff:ff;06:f9:8b:48:77:89;;1;-74;89;726;2422;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:49.786789;ff:ff:ff:ff:ff:ff;8e:14:8c:8e:bb:57;;1;-69;90;3247;2417;;;[0, 1, 50, 3, 45, 127, 107, 255, 255, 255, 221, 221, 221, 221, 221, 221, 221];[20722, 5271450, 5271450, 36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:49.787541;ff:ff:ff:ff:ff:ff;8e:14:8c:8e:bb:57;;1;-69;91;3250;2417;;;[0, 1, 50, 3, 45, 127, 107, 255, 255, 255, 221, 221, 221, 221, 221, 221, 221];[20722, 5271450, 5271450, 36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:49.845648;ff:ff:ff:ff:ff:ff;8e:14:8c:8e:bb:57;;1;-67;92;3253;2422;;;[0, 1, 50, 3, 45, 127, 107, 255, 255, 255, 221, 221, 221, 221, 221, 221, 221];[20722, 5271450, 5271450, 36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:52.128264;ff:ff:ff:ff:ff:ff;0a:5f:55:9a:13:e9;;1;-82;93;1198;2432;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:52.191770;ff:ff:ff:ff:ff:ff;0a:5f:55:9a:13:e9;;1;-81;94;1200;2437;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:56.740046;ff:ff:ff:ff:ff:ff;36:35:aa:be:c0:b2;;1;-70;95;1123;2452;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:56.799892;ff:ff:ff:ff:ff:ff;36:35:aa:be:c0:b2;;1;-72;96;1124;2457;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:56.902971;ff:ff:ff:ff:ff:ff;36:35:aa:be:c0:b2;;1;-80;97;1126;2462;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:57.500793;ff:ff:ff:ff:ff:ff;36:35:aa:be:c0:b2;;1;-72;98;1135;2417;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:53:57.555492;ff:ff:ff:ff:ff:ff;36:35:aa:be:c0:b2;;1;-69;99;1136;2422;;;[0, 1, 50, 3, 45, 127, 255, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:54:11.392859;ff:ff:ff:ff:ff:ff;f6:9a:7c:fb:07:f6;;1;-80;100;1083;2432;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:54:11.455135;ff:ff:ff:ff:ff:ff;f6:9a:7c:fb:07:f6;;1;-82;101;1085;2437;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];0.0;nan
2025-03-27 12:54:19.177628;ff:ff:ff:ff:ff:ff;52:30:40:46:0e:e4;;1;-72;102;2430;2442;;;[0, 1, 50, 3, 45, 127, 255];[];0.0;nan
2025-03-27 12:54:25.357619;ff:ff:ff:ff:ff:ff;00:13:ef:ca:d5:d2;Kingjon Digital Technology Co.,Ltd;0;-74;103;3304;2452;;;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-03-27 12:54:25.731521;ff:ff:ff:ff:ff:ff;42:90:8c:15:b0:5c;;1;-89;104;46;2437;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-03-27 12:54:25.811717;ff:ff:ff:ff:ff:ff;42:90:8c:15:b0:5c;;1;-88;105;47;2442;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-03-27 12:54:26.192422;ff:ff:ff:ff:ff:ff;fa:08:6d:98:b0:66;;1;-84;106;1035;2427;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[20722, 4120];0.0;nan
2025-03-27 12:54:27.737099;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-47;107;195;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:54:27.763670;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-47;108;196;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:54:27.838284;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-48;109;200;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:54:27.855272;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-46;110;201;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:54:27.897260;ff:ff:ff:ff:ff:ff;dc:fb:48:e3:ab:78;Intel Corporate;0;-51;111;203;2432;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-27 12:54:29.832063;ff:ff:ff:ff:ff:ff;72:37:8a:9c:3b:11;;1;-89;112;3822;2462;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[5271450, 20722];0.0;nan
2025-03-27 12:54:29.869204;ff:ff:ff:ff:ff:ff;72:37:8a:9c:3b:11;;1;-86;113;3823;2462;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[5271450, 20722];0.0;nan
2025-03-27 12:54:29.962349;ff:ff:ff:ff:ff:ff;06:d1:5c:e0:a5:41;;1;-75;114;1239;2417;;;[0, 1, 50, 3, 45, 127, 255];[];0.0;nan
2025-03-27 12:54:31.317952;ff:ff:ff:ff:ff:ff;e4:bc:aa:47:33:ab;Xiaomi Communications Co Ltd;0;-82;115;192;2442;;SSID_56211587;[0, 1, 50, 3, 45, 127, 191, 255, 221];[5271450];0.0;nan
2025-03-27 12:54:32.168687;ff:ff:ff:ff:ff:ff;42:67:b8:9f:aa:d6;;1;-79;116;2757;2417;;;[0, 1, 50, 3, 45, 127, 255];[];0.0;nan
2025-03-27 12:54:34.507871;ff:ff:ff:ff:ff:ff;a6:bc:37:a3:a6:b6;;1;-92;117;1716;2432;;SSID_91359043;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:54:34.509530;ff:ff:ff:ff:ff:ff;a6:bc:37:a3:a6:b6;;1;-93;118;1718;2432;;SSID_63713238;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:54:34.511875;ff:ff:ff:ff:ff:ff;a6:bc:37:a3:a6:b6;;1;-92;119;1721;2432;;SSID_09503613;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-03-27 12:54:34.512688;ff:ff:ff:ff:ff:ff;a6:bc:37:a3:a6:b6;;1;-95;120;1722;2432;;SSID_40159518;[0, 1, 50, 221, 3];[20722];0.0;nan
