datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy;n_devices
2025-03-22 00:18:37.101073;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-87;0;3230;2422;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:19:27.758146;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-95;1;1563;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-22 00:19:27.777829;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-94;2;1564;2432;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-22 00:19:37.006634;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-90;3;3272;2417;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:19:37.007479;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-88;4;3273;2417;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:24:37.623549;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-85;5;3514;2452;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:24:37.624392;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-85;6;3515;2452;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:24:37.679794;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-82;7;3516;2457;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:24:37.680661;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-81;8;3517;2457;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:24:37.739345;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-81;9;3518;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:24:37.740256;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-82;10;3519;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:25:37.541956;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-78;11;3558;2447;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:25:37.542802;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-79;12;3559;2447;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:25:37.598208;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-86;13;3560;2452;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:25:37.599075;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-87;14;3561;2452;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:25:37.745575;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-80;15;3564;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:25:37.746466;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-80;16;3565;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:25:45.326410;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-94;17;3219;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-22 00:26:37.373073;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-77;18;3601;2437;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:26:37.424479;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-78;19;3602;2442;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:26:37.425336;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-77;20;3603;2442;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:26:37.716262;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-80;21;3610;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:26:37.717125;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-79;22;3611;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:26:45.372276;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-94;23;3244;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-22 00:27:37.277672;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-79;24;3644;2432;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:27:37.281839;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-79;25;3645;2432;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:27:37.458200;ff:ff:ff:ff:ff:ff;2c:98:11:a3:38:33;CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.;0;-78;26;3649;2447;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-22 00:27:45.355908;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-94;27;3268;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
