datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy
2022-11-23 15:05:11.121531;ff:ff:ff:ff:ff:ff;ca:79:69:9c:ab:1d;;1;-61;0;1464;2417;;;[0, 1, 50, 3, 45, 127, 107];[];16.0
2022-11-23 15:05:11.132047;ff:ff:ff:ff:ff:ff;ca:79:69:9c:ab:1d;;1;-65;1;1465;2417;;;[0, 1, 50, 3, 45, 127, 107];[];16.0
2022-11-23 15:05:12.428387;ff:ff:ff:ff:ff:ff;cc:15:31:eb:01:e0;Intel Corporate;0;-73;2;1793;2417;;;[0, 1, 50, 45, 127, 255, 221];[5271450];16.0
2022-11-23 15:05:13.662742;ff:ff:ff:ff:ff:ff;84:16:f9:f2:da:8b;TP-LINK TECHNOLOGIES CO.,LTD.;0;-89;3;3269;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:13.683997;ff:ff:ff:ff:ff:ff;84:16:f9:f2:da:8b;TP-LINK TECHNOLOGIES CO.,LTD.;0;-90;4;3270;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:14.676445;ff:ff:ff:ff:ff:ff;dc:a6:32:eb:59:4d;Raspberry Pi Trading Ltd;0;-90;5;1485;2417;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];16.0
2022-11-23 15:05:14.702080;ff:ff:ff:ff:ff:ff;dc:a6:32:eb:59:4d;Raspberry Pi Trading Ltd;0;-90;6;1486;2417;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];16.0
2022-11-23 15:05:15.393399;ff:ff:ff:ff:ff:ff;58:00:e3:d6:f0:76;Liteon Technology Corporation;0;-67;7;2;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:17.409588;ff:ff:ff:ff:ff:ff;58:00:e3:d6:f0:76;Liteon Technology Corporation;0;-72;8;14;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:17.466141;ff:ff:ff:ff:ff:ff;90:78:b2:e2:b5:29;Xiaomi Communications Co Ltd;0;-64;9;426;2417;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];16.0
2022-11-23 15:05:17.500057;ff:ff:ff:ff:ff:ff;90:78:b2:e2:b5:29;Xiaomi Communications Co Ltd;0;-61;10;427;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 191, 255, 221];[5271450];16.0
2022-11-23 15:05:17.514545;ff:ff:ff:ff:ff:ff;90:78:b2:e2:b5:29;Xiaomi Communications Co Ltd;0;-62;11;428;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 191, 255, 221];[5271450];16.0
2022-11-23 15:05:17.586971;ff:ff:ff:ff:ff:ff;0b:37:c8:ef:c5:f7;;1;-60;12;3342;2417;;;[0, 1, 50, 3, 45, 127];[];16.0
2022-11-23 15:05:18.171933;ff:ff:ff:ff:ff:ff;cc:15:31:eb:01:e0;Intel Corporate;0;-64;13;1827;2417;;;[0, 1, 50, 45, 127, 255, 221];[5271450];16.0
2022-11-23 15:05:19.571910;ff:ff:ff:ff:ff:ff;dc:fb:48:68:be:e4;Intel Corporate;0;-55;14;744;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:19.906013;ff:ff:ff:ff:ff:ff;12:ec:f9:0b:b8:8a;;1;-77;15;2779;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 221, 221, 221];[6130, 20722, 4120];16.0
2022-11-23 15:05:19.926286;ff:ff:ff:ff:ff:ff;12:ec:f9:0b:b8:8a;;1;-75;16;2780;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 221, 221, 221];[6130, 20722, 4120];16.0
2022-11-23 15:05:19.999580;ff:ff:ff:ff:ff:ff;58:00:e3:d6:f0:76;Liteon Technology Corporation;0;-72;17;34;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:20.051026;ff:ff:ff:ff:ff:ff;58:00:e3:d6:f0:76;Liteon Technology Corporation;0;-74;18;35;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:20.092127;ff:ff:ff:ff:ff:ff;0a:5c:7a:bc:53:f2;;1;-60;19;1310;2417;;;[0, 1, 50, 3, 45, 127, 255];[];16.0
2022-11-23 15:05:20.112367;ff:ff:ff:ff:ff:ff;0a:5c:7a:bc:53:f2;;1;-61;20;1311;2417;;;[0, 1, 50, 3, 45, 127, 255];[];16.0
2022-11-23 15:05:20.904745;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-36;21;0;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:20.943029;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-35;22;1;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:21.011793;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-52;23;2;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:21.047194;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-51;24;3;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:21.078399;ff:ff:ff:ff:ff:ff;58:00:e3:d6:f0:76;Liteon Technology Corporation;0;-68;25;61;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:21.128580;ff:ff:ff:ff:ff:ff;58:00:e3:d6:f0:76;Liteon Technology Corporation;0;-69;26;62;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:21.259485;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-35;27;7;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:21.262351;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-50;28;8;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:21.267462;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-36;29;9;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:21.884499;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-49;30;24;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:22.028709;ff:ff:ff:ff:ff:ff;ba:ef:9e:2d:e5:93;;1;-68;31;316;2417;;;[0, 1, 50, 3, 45, 127];[];16.0
2022-11-23 15:05:22.050527;ff:ff:ff:ff:ff:ff;ba:ef:9e:2d:e5:93;;1;-71;32;317;2417;;;[0, 1, 50, 3, 45, 127];[];16.0
2022-11-23 15:05:22.125677;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-49;33;29;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:23.872326;ff:ff:ff:ff:ff:ff;06:fc:53:41:3a:1a;;1;-61;34;840;2417;;;[0, 1, 50, 3, 45, 127, 255];[];16.0
2022-11-23 15:05:23.885965;ff:ff:ff:ff:ff:ff;06:fc:53:41:3a:1a;;1;-65;35;842;2417;;;[0, 1, 50, 3, 45, 127, 255];[];16.0
2022-11-23 15:05:23.912096;ff:ff:ff:ff:ff:ff;cc:15:31:eb:01:e0;Intel Corporate;0;-72;36;1862;2417;;;[0, 1, 50, 45, 127, 255, 221];[5271450];16.0
2022-11-23 15:05:24.171396;ff:ff:ff:ff:ff:ff;58:00:e3:d6:f0:76;Liteon Technology Corporation;0;-56;37;99;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:24.221636;ff:ff:ff:ff:ff:ff;58:00:e3:d6:f0:76;Liteon Technology Corporation;0;-56;38;100;2417;;;[0, 1, 50];[];16.0
2022-11-23 15:05:24.374673;ff:ff:ff:ff:ff:ff;32:2b:d0:6f:d2:03;;1;-83;39;2180;2417;;;[0, 1, 50, 3, 45, 127, 221];[20722];16.0
2022-11-23 15:05:27.144973;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-35;40;43;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:27.160163;ff:ff:ff:ff:ff:ff;dc:fb:48:8c:71:fc;Intel Corporate;0;-50;41;1076;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:29.301094;ff:ff:ff:ff:ff:ff;dc:fb:48:68:be:e4;Intel Corporate;0;-57;42;768;2417;;;[0, 1, 50, 45, 127, 221];[5271450];16.0
2022-11-23 15:05:29.435293;ff:ff:ff:ff:ff:ff;12:ec:f9:0b:b8:8a;;1;-72;43;2805;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 221, 221, 221];[6130, 20722, 4120];16.0
2022-11-23 15:05:29.445095;ff:ff:ff:ff:ff:ff;cc:15:31:eb:01:e0;Intel Corporate;0;-68;44;1897;2417;;;[0, 1, 50, 45, 127, 255, 221];[5271450];16.0
