datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy;n_devices
2025-03-29 00:24:58.345050;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;0;3228;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:26:58.391037;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;1;3266;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:26:58.501828;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;2;3270;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:27:34.963312;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-92;3;2528;2447;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:30:58.590645;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-92;4;3366;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:34:58.377614;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-95;5;3450;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:40:58.603598;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;6;3584;2452;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:40:58.621170;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-94;7;3585;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:44:58.382249;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;8;3676;2452;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:46:58.537008;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-91;9;3721;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:52:48.452866;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-79;10;1141;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 00:53:35.006920;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-92;11;3164;2447;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:53:35.030539;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-95;12;3165;2452;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:54:58.336094;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-91;13;3908;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 00:59:34.665838;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-90;14;3304;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:03:35.021181;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-93;15;3410;2447;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:05:35.060891;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-96;16;3464;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:06:58.688923;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-95;17;98;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:09:34.701053;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-92;18;3558;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:12:58.503063;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-91;19;224;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:12:58.602736;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;20;228;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:16:58.691976;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-96;21;324;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:19:34.730694;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-90;22;3808;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:19:34.855766;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-93;23;3815;2452;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:23:03.592500;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-78;24;1756;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:23:03.611721;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-78;25;1757;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:25:04.582157;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-79;26;1797;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:25:04.602415;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-78;27;1798;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:27:05.598053;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-79;28;1838;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:27:05.618293;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-77;29;1839;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:29:06.597303;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-79;30;1880;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:29:06.617556;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-79;31;1881;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:30:58.758010;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-95;32;648;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:31:07.595365;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-80;33;1921;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:31:07.615631;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-79;34;1922;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:31:35.129889;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-97;35;27;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:33:08.434116;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-83;36;1954;2447;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:33:08.603782;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-79;37;1962;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:34:58.515380;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;38;737;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:35:09.603524;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-78;39;2003;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:35:09.623807;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-78;40;2004;2462;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:36:58.566242;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-92;41;772;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-29 01:37:10.330439;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-78;42;2034;2437;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:37:10.372507;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-80;43;2036;2442;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:37:10.415376;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-86;44;2038;2447;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:37:10.435651;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-86;45;2039;2447;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
2025-03-29 01:37:10.457452;ff:ff:ff:ff:ff:ff;dc:a6:32:5d:dc:71;Raspberry Pi Trading Ltd;0;-81;46;2040;2452;;;[0, 1, 50, 3, 45, 127, 221, 221];[20722, 4120];0.0;nan
