datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy;n_devices
2025-02-27 12:51:49.755929;ff:ff:ff:ff:ff:ff;a8:9c:ed:18:9b:45;Xiaomi Communications Co Ltd;0;-83;0;328;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 191, 255, 221];[5271450];0.0;nan
2025-02-27 12:51:51.097554;ff:ff:ff:ff:ff:ff;00:13:ef:ca:d5:d2;Kingjon Digital Technology Co.,Ltd;0;-67;1;1292;2442;;;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-02-27 12:51:51.098518;ff:ff:ff:ff:ff:ff;00:13:ef:ca:d5:d2;Kingjon Digital Technology Co.,Ltd;0;-67;2;1293;2442;;;[0, 1, 50, 45, 70, 127];[];0.0;nan
2025-02-27 12:51:51.655655;ff:ff:ff:ff:ff:ff;2e:6f:b4:fa:da:c9;;1;-68;3;364;2442;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-02-27 12:51:51.764936;ff:ff:ff:ff:ff:ff;2e:6f:b4:fa:da:c9;;1;-65;4;367;2452;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-02-27 12:51:52.469603;ff:ff:ff:ff:ff:ff;56:1f:e5:48:d4:f8;;1;-76;5;3252;2462;;SSID_56211587;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-02-27 12:51:56.788056;ff:ff:ff:ff:ff:ff;dc:fb:48:de:86:8d;Intel Corporate;0;-44;6;170;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:51:57.601596;ff:ff:ff:ff:ff:ff;e2:90:79:09:63:41;;1;-83;7;3207;2432;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[5271450, 20722];0.0;nan
2025-02-27 12:51:57.637509;ff:ff:ff:ff:ff:ff;e2:90:79:09:63:41;;1;-84;8;3209;2437;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[5271450, 20722];0.0;nan
2025-02-27 12:51:57.696507;ff:ff:ff:ff:ff:ff;e2:90:79:09:63:41;;1;-89;9;3212;2442;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[5271450, 20722];0.0;nan
2025-02-27 12:51:58.545127;ff:ff:ff:ff:ff:ff;d6:9a:8f:86:55:d1;;1;-45;10;182;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:01.618291;ff:ff:ff:ff:ff:ff;ba:85:ce:ed:15:37;;1;-86;11;271;2447;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-02-27 12:52:01.930037;ff:ff:ff:ff:ff:ff;ba:85:ce:ed:15:37;;1;-88;12;284;2427;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-02-27 12:52:07.276733;ff:ff:ff:ff:ff:ff;a8:9c:ed:18:9b:45;Xiaomi Communications Co Ltd;0;-96;13;391;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 191, 255, 221];[5271450];0.0;nan
2025-02-27 12:52:08.455389;ff:ff:ff:ff:ff:ff;56:e1:d1:b6:3d:20;;1;-89;14;3422;2417;;;[0, 1, 50, 3, 45, 127, 255];[];0.0;nan
2025-02-27 12:52:11.640500;ff:ff:ff:ff:ff:ff;56:1f:e5:48:d4:f8;;1;-88;15;3303;2462;;SSID_56211587;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-02-27 12:52:18.834658;ff:ff:ff:ff:ff:ff;ba:85:ce:ed:15:37;;1;-81;16;300;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-02-27 12:52:20.333493;ff:ff:ff:ff:ff:ff;9e:8a:83:0d:15:1a;;1;-90;17;354;2452;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-02-27 12:52:20.360711;ff:ff:ff:ff:ff:ff;9e:8a:83:0d:15:1a;;1;-88;18;355;2452;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-02-27 12:52:23.836532;ff:ff:ff:ff:ff:ff;52:26:4b:77:72:56;;1;-91;19;796;2417;;;[0, 1, 50, 3, 45, 191, 221, 255, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-02-27 12:52:23.880799;ff:ff:ff:ff:ff:ff;52:26:4b:77:72:56;;1;-90;20;798;2422;;;[0, 1, 50, 3, 45, 191, 221, 255, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-02-27 12:52:23.924274;ff:ff:ff:ff:ff:ff;52:26:4b:77:72:56;;1;-94;21;800;2427;;;[0, 1, 50, 3, 45, 191, 221, 255, 255, 127, 255, 221, 221];[20722, 5271450, 9240048];0.0;nan
2025-02-27 12:52:26.016121;ff:ff:ff:ff:ff:ff;26:bb:ed:1c:c2:fa;;1;-92;22;111;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];0.0;nan
2025-02-27 12:52:32.188450;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-95;23;1651;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:32.768294;ff:ff:ff:ff:ff:ff;46:59:54:57:bf:ac;;1;-89;24;1562;2427;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-02-27 12:52:32.768994;ff:ff:ff:ff:ff:ff;46:59:54:57:bf:ac;;1;-87;25;1563;2427;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-02-27 12:52:33.154268;ff:ff:ff:ff:ff:ff;46:59:54:57:bf:ac;;1;-81;26;1574;2462;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-02-27 12:52:33.154946;ff:ff:ff:ff:ff:ff;46:59:54:57:bf:ac;;1;-81;27;1575;2462;;;[0, 1, 50, 221, 3];[20722];0.0;nan
2025-02-27 12:52:37.844462;ff:ff:ff:ff:ff:ff;e2:90:79:09:63:41;;1;-88;28;3309;2442;;;[0, 1, 50, 3, 45, 127, 255, 221, 221];[5271450, 20722];0.0;nan
2025-02-27 12:52:39.902209;ff:ff:ff:ff:ff:ff;40:ec:99:1f:3e:75;Intel Corporate;0;-54;29;178;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:39.919441;ff:ff:ff:ff:ff:ff;40:ec:99:1f:3e:75;Intel Corporate;0;-54;30;179;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:39.936478;ff:ff:ff:ff:ff:ff;40:ec:99:1f:3e:75;Intel Corporate;0;-53;31;180;2432;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:39.951368;ff:ff:ff:ff:ff:ff;40:ec:99:1f:3e:75;Intel Corporate;0;-54;32;181;2432;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:45.272572;ff:ff:ff:ff:ff:ff;40:ec:99:8e:3f:63;Intel Corporate;0;-52;33;173;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:45.351991;ff:ff:ff:ff:ff:ff;40:ec:99:8e:3f:63;Intel Corporate;0;-51;34;177;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:45.368132;ff:ff:ff:ff:ff:ff;40:ec:99:8e:3f:63;Intel Corporate;0;-53;35;178;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:46.107230;ff:ff:ff:ff:ff:ff;dc:fb:48:c2:1d:64;Intel Corporate;0;-56;36;239;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:46.134129;ff:ff:ff:ff:ff:ff;dc:fb:48:c2:1d:64;Intel Corporate;0;-52;37;240;2447;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:46.314530;ff:ff:ff:ff:ff:ff;dc:fb:48:2a:52:e0;Intel Corporate;0;-50;38;201;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-02-27 12:52:46.332999;ff:ff:ff:ff:ff:ff;dc:fb:48:2a:52:e0;Intel Corporate;0;-47;39;202;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
