datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy
2023-08-21 00:02:48.978442;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;0;259;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:02:49.874450;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;1;266;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:02:55.926671;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;2;267;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:02:56.630740;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;3;272;2437;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:02.847595;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-95;4;273;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:06.879075;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;5;257;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:08.051131;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;6;266;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:14.143378;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;7;268;2427;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:18.979552;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;8;257;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:20.855596;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;9;273;2437;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:23.695018;ff:ff:ff:ff:ff:ff;7c:8b:ca:ec:a0:18;TP-LINK TECHNOLOGIES CO.,LTD.;0;-90;10;3832;2447;;;[0, 1, 50, 45, 70, 127];[];0.0
2023-08-21 00:03:23.695975;ff:ff:ff:ff:ff:ff;7c:8b:ca:ec:a0:18;TP-LINK TECHNOLOGIES CO.,LTD.;0;-91;11;3833;2447;;;[0, 1, 50, 45, 70, 127];[];0.0
2023-08-21 00:03:23.696966;ff:ff:ff:ff:ff:ff;7c:8b:ca:ec:a0:18;TP-LINK TECHNOLOGIES CO.,LTD.;0;-91;12;3834;2447;;;[0, 1, 50, 45, 70, 127];[];0.0
2023-08-21 00:03:23.697925;ff:ff:ff:ff:ff:ff;7c:8b:ca:ec:a0:18;TP-LINK TECHNOLOGIES CO.,LTD.;0;-91;13;3835;2447;;;[0, 1, 50, 45, 70, 127];[];0.0
2023-08-21 00:03:25.275795;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;14;258;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:33.744080;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;15;277;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:03:37.413172;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;16;259;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:02.141161;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;17;258;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:22.573902;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;18;275;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:28.482193;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;19;272;2437;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:29.270165;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;20;279;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:32.710296;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;21;257;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:32.920298;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;22;259;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:33.834316;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-87;23;266;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:34.550349;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;24;272;2437;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:38.750529;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;25;257;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:39.874545;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;26;266;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:45.046745;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;27;258;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:47.504250;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;28;278;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:04:51.702991;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;29;262;2447;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:04.695484;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;30;268;2427;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:05.479517;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;31;275;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:10.691722;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;32;267;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:11.399709;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;33;273;2437;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:15.595901;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;34;257;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:15.823917;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;35;259;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:17.611973;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;36;272;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:22.480138;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;37;261;2447;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:27.953839;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;38;258;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:28.520361;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;39;263;2447;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:30.412448;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;40;276;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:52.737279;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;41;262;2447;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:05:59.677547;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;42;268;2427;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:05.679455;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;43;267;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:12.593988;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;44;273;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:18.643623;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;45;272;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:22.674369;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;46;257;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:28.734625;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;47;257;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:29.890663;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-88;48;266;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:34.806833;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;49;256;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:35.028184;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;50;258;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:36.602900;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;51;271;2432;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:48.583345;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;52;267;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:54.335569;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;53;263;2447;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:06:59.809727;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;54;258;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:00.375777;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;55;263;2447;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:02.204863;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-91;56;276;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:02.259853;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;57;277;2462;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:23.724642;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;58;257;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:24.880923;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;59;264;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:29.796896;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-89;60;256;2417;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:34.196989;ff:ff:ff:ff:ff:ff;88:78:73:8d:98:75;Intel Corporate;0;-78;61;3812;2417;;;[0, 1, 50, 45];[];0.0
2023-08-21 00:07:34.351786;ff:ff:ff:ff:ff:ff;88:78:73:8d:98:75;Intel Corporate;0;-82;62;3815;2432;;;[0, 1, 50, 45];[];0.0
2023-08-21 00:07:34.377159;ff:ff:ff:ff:ff:ff;88:78:73:8d:98:75;Intel Corporate;0;-83;63;3816;2437;;;[0, 1, 50, 45];[];0.0
2023-08-21 00:07:34.507389;ff:ff:ff:ff:ff:ff;88:78:73:8d:98:75;Intel Corporate;0;-89;64;3818;2447;;;[0, 1, 50, 45];[];0.0
2023-08-21 00:07:37.640063;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-94;65;271;2432;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:42.157331;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;66;259;2442;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:49.737616;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;67;271;2432;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:07:56.581916;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-90;68;276;2457;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:08:08.618357;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-92;69;273;2452;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
2023-08-21 00:08:13.826541;ff:ff:ff:ff:ff:ff;94:04:9c:cd:b7:50;HUAWEI TECHNOLOGIES CO.,LTD;0;-93;70;267;2422;;SSID_97792324;[0, 1, 50, 45, 51, 127];[];0.0
