datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;truth
2024-02-29 14:57:25.715808;ff:ff:ff:ff:ff:ff;8e:94:20:09:62:ba;;1;-92;22;1674;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:26.339802;ff:ff:ff:ff:ff:ff;8e:1e:1b:b8:f9:6b;;1;-84;23;2305;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:26.346078;ff:ff:ff:ff:ff:ff;8e:1e:1b:b8:f9:6b;;1;-83;24;2306;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:27.582259;ff:ff:ff:ff:ff:ff;0e:f8:0e:05:e5:0b;;1;-90;25;740;2432;;SSID_00843102;[0, 1, 50, 3, 45, 127, 255];[];5.0
2024-02-29 14:57:27.583601;ff:ff:ff:ff:ff:ff;f2:19:66:1e:2b:30;;1;-91;26;741;2432;;;[0, 1, 50, 3, 45, 127, 255];[];5.0
2024-02-29 14:57:30.483573;ff:ff:ff:ff:ff:ff;8e:94:20:09:62:ba;;1;-93;27;1697;2447;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:31.331409;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-75;28;12;2422;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.379276;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-74;29;14;2427;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.483214;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-74;30;19;2437;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.501955;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-73;31;20;2437;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.536971;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-75;32;22;2442;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.558316;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-75;33;23;2442;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.606273;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-74;34;25;2447;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.627149;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-74;35;26;2452;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.649165;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-74;36;27;2452;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:31.792943;ff:ff:ff:ff:ff:ff;f6:06:b7:70:bb:9e;;1;-80;37;34;2462;;;[0, 1, 50, 3, 45, 191, 221, 255, 127, 221];[20722, 9240048];5.0
2024-02-29 14:57:32.269149;ff:ff:ff:ff:ff:ff;ea:e4:2a:a8:a4:17;;1;-73;38;487;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:32.458600;ff:ff:ff:ff:ff:ff;ea:e4:2a:a8:a4:17;;1;-64;39;496;2422;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:32.479354;ff:ff:ff:ff:ff:ff;ea:e4:2a:a8:a4:17;;1;-66;40;497;2427;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:35.167175;ff:ff:ff:ff:ff:ff;00:1e:65:16:01:ab;Intel Corporate;0;-93;41;1530;2422;;;[0, 1, 50, 45];[];5.0
2024-02-29 14:57:36.741008;ff:ff:ff:ff:ff:ff;8e:1e:1b:b8:f9:6b;;1;-88;42;2529;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:39.381733;ff:ff:ff:ff:ff:ff;b0:de:28:bc:05:25;Apple, Inc.;0;-94;43;1934;2457;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:39.619725;ff:ff:ff:ff:ff:ff;b0:de:28:bc:05:25;Apple, Inc.;0;-93;44;1945;2427;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:39.633255;ff:ff:ff:ff:ff:ff;b0:de:28:bc:05:25;Apple, Inc.;0;-92;45;1946;2427;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:39.758705;ff:ff:ff:ff:ff:ff;b0:de:28:bc:05:25;Apple, Inc.;0;-92;46;1951;2437;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:40.854485;ff:ff:ff:ff:ff:ff;32:77:78:62:26:9b;;1;-90;47;1179;2437;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];5.0
2024-02-29 14:57:40.899714;ff:ff:ff:ff:ff:ff;32:77:78:62:26:9b;;1;-90;48;1181;2442;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];5.0
2024-02-29 14:57:40.944340;ff:ff:ff:ff:ff:ff;32:77:78:62:26:9b;;1;-92;49;1183;2447;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255];[20722];5.0
2024-02-29 14:57:41.363810;ff:ff:ff:ff:ff:ff;8e:1e:1b:b8:f9:6b;;1;-92;50;2610;2432;;SSID_56211587;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:41.401387;ff:ff:ff:ff:ff:ff;8e:1e:1b:b8:f9:6b;;1;-89;51;2612;2437;;SSID_56211587;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:42.717745;ff:ff:ff:ff:ff:ff;ee:33:8e:41:f2:9d;;1;-61;52;3969;2462;;;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:43.637081;ff:ff:ff:ff:ff:ff;3e:1d:4c:2e:25:d7;;1;-87;53;190;2442;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:43.926280;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-80;54;1321;2417;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];5.0
2024-02-29 14:57:43.943702;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-79;55;1322;2417;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];5.0
2024-02-29 14:57:43.961705;ff:ff:ff:ff:ff:ff;c6:9c:b3:2f:80:05;;1;-92;56;1909;2417;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 255, 221];[20722, 5271450];5.0
2024-02-29 14:57:43.984743;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-83;57;1324;2422;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];5.0
2024-02-29 14:57:44.004941;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-85;58;1325;2422;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];5.0
2024-02-29 14:57:44.048988;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-79;59;1327;2427;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];5.0
2024-02-29 14:57:44.089038;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-78;60;1329;2432;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];5.0
2024-02-29 14:57:44.109258;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-78;61;1330;2432;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];5.0
2024-02-29 14:57:44.485501;ff:ff:ff:ff:ff:ff;be:d2:e2:a3:4f:a2;;1;-74;62;2054;2417;;;[0, 1, 50, 3, 45, 127, 255];[];5.0
2024-02-29 14:57:45.597085;ff:ff:ff:ff:ff:ff;8e:1e:1b:b8:f9:6b;;1;-83;63;2681;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];5.0
2024-02-29 14:57:46.134743;ff:ff:ff:ff:ff:ff;dc:fb:48:2a:52:e0;Intel Corporate;0;-40;64;2510;2417;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:46.240497;ff:ff:ff:ff:ff:ff;dc:fb:48:2a:52:e0;Intel Corporate;0;-41;65;2514;2427;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:46.295291;ff:ff:ff:ff:ff:ff;dc:fb:48:2a:52:e0;Intel Corporate;0;-40;66;2516;2432;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:52.977331;ff:ff:ff:ff:ff:ff;a0:59:50:b9:d7:25;Intel Corporate;0;-88;67;1232;2442;;SSID_56211587;[0, 1, 50, 45, 127, 255, 255, 221];[5271450];5.0
2024-02-29 14:57:53.469403;ff:ff:ff:ff:ff:ff;0a:77:c1:b6:50:27;;1;-73;68;1293;2437;;;[0, 1, 50, 3, 45, 127, 191, 221, 255];[20722];5.0
2024-02-29 14:57:54.655069;ff:ff:ff:ff:ff:ff;dc:fb:48:00:51:90;Intel Corporate;0;-47;69;138;2442;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:54.674852;ff:ff:ff:ff:ff:ff;dc:fb:48:00:51:90;Intel Corporate;0;-45;70;139;2447;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:54.697240;ff:ff:ff:ff:ff:ff;dc:fb:48:00:51:90;Intel Corporate;0;-49;71;140;2447;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:56.398883;ff:ff:ff:ff:ff:ff;6e:3b:07:4c:97:da;;1;-76;72;1990;2452;;;[0, 1, 50, 3, 45, 127];[];5.0
2024-02-29 14:57:56.400309;ff:ff:ff:ff:ff:ff;4a:25:31:a1:96:cf;;1;-75;73;3805;2452;;;[0, 1, 50, 3, 45, 127];[];5.0
2024-02-29 14:57:56.700086;ff:ff:ff:ff:ff:ff;6e:3b:07:4c:97:da;;1;-59;74;4054;2427;;;[0, 1, 50, 3, 45, 127];[];5.0
2024-02-29 14:57:56.701531;ff:ff:ff:ff:ff:ff;4a:25:31:a1:96:cf;;1;-59;75;557;2427;;;[0, 1, 50, 3, 45, 127];[];5.0
2024-02-29 14:57:57.142901;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-55;76;2543;2417;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:57.153844;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-55;77;2544;2417;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:57.236339;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-57;78;2547;2427;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:57.249414;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-54;79;2548;2427;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:57:57.288633;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-54;80;2550;2432;;;[0, 1, 50, 45, 127, 221];[5271450];5.0
2024-02-29 14:58:00.658177;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-82;81;2442;2437;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:00.678845;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-89;82;2443;2442;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:00.731697;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-70;83;2444;2447;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:00.738470;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-71;84;2445;2447;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:00.820416;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-71;85;2449;2457;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:02.656476;ff:ff:ff:ff:ff:ff;8e:1e:1b:b8:f9:6b;;1;-93;86;2790;2417;;SSID_56211587;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:06.782193;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-70;87;2472;2447;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:06.802792;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-70;88;2473;2447;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:07.113736;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-73;89;2486;2422;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:07.436600;ff:ff:ff:ff:ff:ff;6e:e1:29:68:93:54;;1;-96;90;1802;2457;;;[0, 1, 50, 3, 45, 127, 255];[];11.0
2024-02-29 14:58:10.274472;ff:ff:ff:ff:ff:ff;66:58:1d:23:09:d6;;1;-87;91;1303;2462;;SSID_00843102;[0, 1, 50, 3, 45, 127, 107];[];11.0
2024-02-29 14:58:10.277979;ff:ff:ff:ff:ff:ff;66:58:1d:23:09:d6;;1;-88;92;1304;2462;;;[0, 1, 50, 3, 45, 127, 107];[];11.0
2024-02-29 14:58:10.294081;ff:ff:ff:ff:ff:ff;66:58:1d:23:09:d6;;1;-91;93;1305;2462;;SSID_00843102;[0, 1, 50, 3, 45, 127, 107];[];11.0
2024-02-29 14:58:10.380208;ff:ff:ff:ff:ff:ff;ac:2b:6e:e1:e5:cb;Intel Corporate;0;-87;94;596;2422;;;[0, 1, 50, 45];[];11.0
2024-02-29 14:58:10.785318;ff:ff:ff:ff:ff:ff;ac:2b:6e:e1:e5:cb;Intel Corporate;0;-91;95;611;2462;;SSID_56211587;[0, 1, 50, 45];[];11.0
2024-02-29 14:58:10.788165;ff:ff:ff:ff:ff:ff;ac:2b:6e:e1:e5:cb;Intel Corporate;0;-93;96;612;2462;;;[0, 1, 50, 45];[];11.0
2024-02-29 14:58:14.375333;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-67;97;2571;2437;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:14.394783;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-67;98;2572;2437;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:17.437225;ff:ff:ff:ff:ff:ff;16:ac:86:c3:97:97;;1;-86;99;842;2462;;;[0, 1, 50, 3, 45, 127, 255];[];11.0
2024-02-29 14:58:17.459171;ff:ff:ff:ff:ff:ff;16:ac:86:c3:97:97;;1;-86;100;843;2462;;;[0, 1, 50, 3, 45, 127, 255];[];11.0
2024-02-29 14:58:17.657774;ff:ff:ff:ff:ff:ff;5c:ba:ef:b6:14:22;CHONGQING FUGUI ELECTRONICS CO.,LTD.;0;-88;101;1462;2432;;;[0, 1, 50, 127, 221];[5271450];11.0
2024-02-29 14:58:19.704682;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-38;102;0;2417;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:19.867807;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-82;103;2278;2437;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:19.938835;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-40;104;5;2442;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:20.053592;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-81;105;2286;2452;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:20.213923;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-48;106;14;2462;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:22.741713;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-86;107;2295;2447;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:22.761953;ff:ff:ff:ff:ff:ff;36:fa:fd:45:dc:1d;;1;-85;108;2296;2447;;SSID_56211587;[0, 1, 50, 3, 45, 127, 255, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:24.248816;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-75;109;1379;2432;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];11.0
2024-02-29 14:58:24.268880;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-74;110;1380;2437;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];11.0
2024-02-29 14:58:24.293435;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-75;111;1381;2437;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];11.0
2024-02-29 14:58:24.322674;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-75;112;1382;2442;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];11.0
2024-02-29 14:58:24.342145;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-77;113;1383;2442;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];11.0
2024-02-29 14:58:24.362236;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-77;114;1384;2442;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];11.0
2024-02-29 14:58:24.407577;ff:ff:ff:ff:ff:ff;52:81:fb:d1:b4:e0;;1;-78;115;1386;2447;;;[0, 1, 50, 3, 45, 191, 221, 127, 255, 221, 221];[20722, 5271450, 9240048];11.0
2024-02-29 14:58:25.237104;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-40;116;21;2422;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:25.238195;ff:ff:ff:ff:ff:ff;40:ec:99:8e:3f:63;Intel Corporate;0;-57;117;2496;2422;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:25.348201;ff:ff:ff:ff:ff:ff;40:ec:99:8e:3f:63;Intel Corporate;0;-54;118;2501;2432;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:25.391348;ff:ff:ff:ff:ff:ff;40:ec:99:8e:3f:63;Intel Corporate;0;-60;119;2503;2437;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:25.551018;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-37;120;30;2452;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:25.583966;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-37;121;31;2457;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:25.593810;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-38;122;32;2457;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:25.623559;ff:ff:ff:ff:ff:ff;dc:fb:48:f5:c6:c2;Intel Corporate;0;-39;123;33;2462;;;[0, 1, 50, 45, 127, 221];[5271450];11.0
2024-02-29 14:58:29.843775;ff:ff:ff:ff:ff:ff;7a:db:f9:f6:9a:ea;;1;-69;124;3972;2442;;;[0, 1, 50, 3, 45, 127, 107, 221, 221, 221];[6130, 20722, 4120];11.0
2024-02-29 14:58:30.762531;ff:ff:ff:ff:ff:ff;5a:cb:ac:72:ad:40;;1;-88;125;690;2422;;;[0, 1, 50, 3, 45, 127, 191, 221, 255, 221];[20722, 5271450];11.0
2024-02-29 14:58:32.375908;ff:ff:ff:ff:ff:ff;26:3b:48:54:aa:d2;;1;-84;126;2106;2422;;;[0, 1, 50, 3, 45, 127, 255, 255, 221, 221, 221, 221];[36940, 20722, 4120, 5271450];11.0
