datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy;n_devices
2025-03-13 15:18:52.078530;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-57;0;582;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:52.108764;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-58;1;583;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:52.220974;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-55;2;589;2432;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:52.237355;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-51;3;590;2437;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:52.254339;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-49;4;591;2437;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.001823;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;5;4064;2457;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.002650;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;6;4065;2457;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.003491;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-80;7;4066;2457;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.004354;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;8;4067;2457;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.005182;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-80;9;4068;2457;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.053146;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;10;4069;2462;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.053978;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-78;11;4070;2462;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.054841;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;12;4071;2462;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.055695;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-78;13;4072;2462;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:53.056524;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;14;4073;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:54.182909;ff:ff:ff:ff:ff:ff;40:ec:99:f9:34:a6;Intel Corporate;0;-57;15;608;2462;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:54.714287;ff:ff:ff:ff:ff:ff;3e:78:93:00:a9:74;;1;-74;16;3328;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 221];[20722];0.0;nan
2025-03-13 15:18:55.703760;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;17;88;2452;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.704611;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-80;18;89;2452;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.705491;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;19;90;2452;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.707100;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-77;20;92;2452;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.763851;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-77;21;93;2457;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.764678;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-78;22;94;2457;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.766091;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-76;23;95;2457;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.766973;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-77;24;96;2457;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.815532;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-79;25;98;2462;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.816460;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-78;26;99;2462;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.817314;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-78;27;100;2462;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.818151;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-78;28;101;2462;;SSID_56211587;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:55.818963;ff:ff:ff:ff:ff:ff;b0:ad:9c:44:44:75;;0;-78;29;102;2462;;;[0, 1, 50, 3, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:57.550952;ff:ff:ff:ff:ff:ff;dc:fb:48:dd:c6:0b;Intel Corporate;0;-51;30;404;2417;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:57.654863;ff:ff:ff:ff:ff:ff;dc:fb:48:dd:c6:0b;Intel Corporate;0;-54;31;408;2427;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-13 15:18:59.695828;ff:ff:ff:ff:ff:ff;3e:78:93:00:a9:74;;1;-74;32;3339;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 221];[20722];0.0;nan
2025-03-13 15:18:59.726227;ff:ff:ff:ff:ff:ff;3e:78:93:00:a9:74;;1;-74;33;3340;2462;;SSID_56211587;[0, 1, 50, 3, 45, 127, 221];[20722];0.0;nan
2025-03-13 15:19:03.078398;ff:ff:ff:ff:ff:ff;36:aa:e1:36:a3:0b;;1;-81;34;783;2417;;;[0, 1, 50, 3, 45, 127, 255];[];0.0;nan
2025-03-13 15:19:03.247679;ff:ff:ff:ff:ff:ff;9a:9d:e4:03:ec:cb;;1;-83;35;1300;2437;;;[0, 1, 50, 3, 45, 127, 255];[];0.0;nan
