datetime;dst;src;src_vendor;randomized;rssi;idx;seq_num;ch_freq;FCfield;ssid;dot11elt;oui;occupancy;n_devices
2025-03-30 00:21:37.715826;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-92;0;1281;2447;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:21:37.734466;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-93;1;1282;2452;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:23:02.147232;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-94;2;3697;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:27:02.251525;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;3;3795;2452;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:31:37.742320;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-91;4;1528;2447;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:33:02.179606;ff:ff:ff:ff:ff:ff;04:ea:56:39:c1:7a;Intel Corporate;0;-93;5;3931;2422;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:43:37.658004;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-92;6;1813;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:43:37.772581;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-91;7;1820;2452;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:43:37.790320;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-93;8;1821;2457;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 00:57:37.687394;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-92;9;2158;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
2025-03-30 01:07:37.708034;ff:ff:ff:ff:ff:ff;04:d3:b0:e9:d5:96;Intel Corporate;0;-93;10;2399;2442;;;[0, 1, 50, 45, 127, 221];[5271450];0.0;nan
